1girl,1个女性
smeared_blood,涂抹的血
public_urination,公共排尿
slingshot_tan,弹弓棕褐色
wizardriver,wizardriver
insect_on_finger,昆虫在手指上
no_ahoge,没有AHOGE
battlesuit,战斗
sun_hair_ornament,太阳头发装饰品
1950s_(style),1950年代（风格）
golshi's_first_place_pose,Golshi的第一名姿势
believe_again,再次相信
car-15,CAR-15
ots-12,OTS-12
alternate_bottom_wear,替代底部磨损
siren_(borderlands),警笛（边境）
staff_riding,员工骑行
elsa_(frozen)_(cosplay),Elsa（冷冻）（角色扮演）
haro_button_badge,Haro纽扣徽章
final_smash,最后的粉碎
toy_hammer,玩具锤
elasticity,弹性
godzilla_(cosplay),哥斯拉（角色扮演）
hooded_leotard,连帽紧身连衣裤
hair_rollers,头发滚筒
sos-dan_logo,SOS-DAN徽标
pen_spinning,笔旋转
jaoooo,jaoooo
temple_gate,寺庙大门
lace-trimmed_swimsuit,蕾丝修剪泳衣
skeleton_costume,骨架服装
chamomile,洋甘菊
water_spring,泉水
public_bondage,公共束缚
h-a-j-i-m-a-r-i-u-t-a-!!,h-a-j-i-m-a-r-i-u-u-t-a- !!
napkin_holder,餐巾架
brynhildr_(tome),Brynhildr（Tome）
naver_username,naver用户名
side-tie_legwear,侧腿衣
blouse_removed,上衣取出
dante_(devil_may_cry)_(cosplay),但丁（魔鬼可能会哭）（角色扮演）
august1st,8月1日
rabbit+tank_form,兔子+坦克形式
suiguutou_(juuni_kokuki),Suiguutou（Juuni Kokuki）
wing_earrings,机翼耳环
thors_military_academy_uniform,索尔军事学院制服
official_art_inset,官方艺术插图
sesshouin_kiara_(swimsuit_mooncancer)_(cosplay),Sesshouin Kiara（泳衣Mooncancer）（角色扮演）
zanscare,Zanscare
holding_sickle,抱着镰刀
platypus,鸭嘴兽
no_tattoo,没有纹身
shinidamachuu,Shinidamachuu
whale_girl,鲸鱼女孩
radiant_light,辐射灯
red_trim,红色饰边
fukutaichou_badge,福塔琴徽章
hacksaw,hacksaw
grey_male_swimwear,灰色男性泳衣
brown_leggings,棕色的绑腿
sleeveless_turtleneck_dress,无袖高领连衣裙
holding_charm,保持魅力
taking_cover,掩护
adjusting_earrings,调整耳环
orange-shaped_earrings,橙色的耳环
power_cord,电源线
mouth_beam,嘴束
groin_attack,腹股沟攻击
tea_ceremony,敬茶礼仪
adjusting_headset,调整耳机
group_battle,小组战
takeout_container,外卖容器
bird_hood,鸟罩
yin_yang_earrings,阴阳耳环
climbing_wall,攀岩墙
fall_guy_(cosplay),秋天的家伙（角色扮演）
nessa_(pokemon)_(cosplay),Nessa（Pokemon）（角色扮演）
mori_calliope_(cosplay),Mori Calliope（角色扮演）
p2020_(pistol),P2020（手枪）
print_hair,打印头发
ultra_beam,超光束
sweet_madame_(genshin_impact),甜蜜的夫人（Genshin Impact）
print_neckerchief,打印颈部
floating_crown,浮冠
steam_from_mouth,从嘴里蒸
batman_(cosplay),蝙蝠侠（角色扮演）
spiked_wings,尖刺的翅膀
cookie_jar,饼干罐
ultraman_suit,Ultraman西装
from_ground,从地面
gradient_bow,坡度弓
amiibo,amiibo
the_emperor_(tarot),皇帝（塔罗牌）
pearl_anklet,珍珠袖
nissan_gt-r,日产GT-R
eating_contest,饮食比赛
i_am_l,我是我
card_pendant,卡吊坠
no_freckles,没有雀斑
imagine_breaker,想象一下断路器
domestic_violence,家庭暴力
taut_bikini,拉特比基尼
undressable,脱衣服
three-wheeler,三轮车
obi_spin,obi旋转
ah-1_cobra,AH-1眼镜蛇
armpit_onigiri,腋下Onigiri
clamps,夹具
broken_bone,骨头断
hay_bale,干草贝尔
gunshot_wound,枪伤
banging,爆炸
no_headband,没有头带
star_destroyer,星星驱逐舰
female_admiral_(kancolle)_(cosplay),女子海军上将（Kancolle）（角色扮演）
spoon_bending,汤匙弯曲
jirou_(ramen),吉鲁（拉面）
rugby,橄榄球
su-47_berkut,Su-47 Berkut
deadpan,死潘
money_rain,钱雨
spotted_tail,斑点尾巴
jagged_sword,锯齿剑
decay,衰变
guided_crotch_grab,引导的crot抓抓取
alondite,艾隆
imminent_fight,迫在眉睫的战斗
wet_kimono,湿的和服
plant_boy,植物男孩
skullcap,头骨
xbox_controller,Xbox控制器
robe_slip,长袍滑
wing_ribbon,机翼丝带
shampoo_challenge,洗发水挑战
thunder_stone,雷石
vertical-striped_bow,垂直条纹的弓
cutlass,剑术
trick-or-treating,捣蛋
spade_tattoo,黑桃纹身
striped_umbrella,条纹伞
no_hairclip,没有发型
bracket,括号
fur-trimmed_waist_cape,毛皮腰斗篷
uso_da,uso da
ar-10,AR-10
otonashi_kotori_(cosplay),Otonashi Kotori（角色扮演）
mounting,安装
pixiv_bottlecap,Pixiv Bottlecap
songstress,女歌手
sleepwalking,梦游
vectors,向量
carnival,狂欢
recoil,畏缩
jigen_daisuke_(cosplay),Jigen Daisuke（角色扮演）
sorceress_(dragon's_crown)_(cosplay),女巫（Dragon's Crown）（角色扮演）
dark_repulser,黑暗排斥者
brand_of_sacrifice,牺牲品牌
hokkaido,北海道
ear_bar,耳条
air_pump,气泵
pubic_hair_pull,耻骨拉
enter_enter_mission!,输入任务！
silver_(metal),银（金属）
hidden_camera,隐藏的相机
igawa_asagi_(cosplay),Igawa Asagi（角色扮演）
too_many_belts,皮带太多
cinemagraph,电影院
helix_fossil,螺旋化石
chipped_sword,碎剑
revy_(black_lagoon)_(cosplay),Revy（黑色泻湖）（角色扮演）
brown_buruma,棕色的buruma
coronavirus,新冠病毒
stuffed_otter,填充水獭
insulting_viewer,侮辱观众
d'orsay_heels,D'Orsay高跟鞋
snap_my_choker_(phrase),抢我的cho子（短语）
vibrator_over_clothes,振动器在衣服上
wagnaria_uniform,Wagnaria统一
rokurokubi,Rokurokubi
glowing_arm,发光的手臂
nissan_fairlady_z,Nissan Fairlady Z
cum_on_skirt,暨裙子
chibi_on_shoulder,丘比在肩膀上
hibiki_(cheerleader)_(blue_archive)_(cosplay),Hibiki（啦啦队长）（蓝色档案）（角色扮演）
silver_choker,银色曲孔
squirrel_boy,松鼠男孩
mirai_no_bokura_wa_shitteru_yo,mirai no bokura wa shitteru yo
lace-trimmed_babydoll,蕾丝饰带的babydoll
frog_on_head,青蛙头
imminent_double_penetration,迫在眉睫的双渗透
kirakira_patisserie_uniform,Kirakira Patisserie制服
alternate_wing_color,替代机翼颜色
cockroach_girl,蟑螂女孩
bucket_spill,水桶溢出
will-o'-the-wisp_(mythology),威尔斯（神话）
graph_paper,图形纸
teikoku,Teikoku
holographic_keyboard,全息键盘
asuna_(sao)_(cosplay),Asuna（Sao）（角色扮演）
single_slipper,单拖鞋
crane_stance,起重机姿势
flinch,退缩
c.c._(cosplay),C.C. （角色扮演）
monolith_(object),整体（对象）
bunny_pajamas,兔子睡衣
rum_raisin,朗姆酒葡萄干
uh-1_iroquois,UH-1易洛魁人
nagato_(battleship),长门（战舰）
blue_shell_(mario),蓝色壳（马里奥）
oh?_you're_approaching_me?_(meme),哦？你在接近我吗？ （模因）
sweet_flower,甜花
dot-matrix,点matrix
death_box_(apex_legends),死亡盒（Apex Legends）
spiked,钉
neko_cyber_(module),Neko网络（模块）
crime_scene,犯罪现场
brown_armor,棕色盔甲
wringing_hair,扭动头发
double_barrels,双桶
control_stick,操纵杆
creamer_packet,奶精包
surgeonfish,外科医生
aqua_(konosuba)_(cosplay),Aqua（Konosuba）（角色扮演）
v-22_osprey,V-22鱼鹰
stuffed_raccoon,填充浣熊
drink_me,喝我
hymmnos,赞美诗
shell_to_ear,壳到耳朵
oversized_insect,超大昆虫
phosphophyllite_(gemstone),磷叶石（宝石）
headdesk,Headdesk
els,Els
lucina_(fire_emblem)_(cosplay),露西娜（Fire Emblem）（角色扮演）
binding,捆绑
fullbottle,Fullbottle
giant_leaf,巨型叶
scamp_(kancolle)_(cosplay),Scamp（Kancolle）（角色扮演）
siren_(mythology),警笛（神话）
arabian,阿拉伯
mess_kit,烂摊子
mailbag,邮袋
porthole,舷窗
werewolf_costume,狼人服装
choco_fashion,巧克力时尚
striped_sash,条纹腰带
bb_(fate/extra)_(cosplay),BB（命运/额外）（角色扮演）
kefir,开菲尔
turtleneck_bodysuit,高领紧身衣裤
straight_razor,直剃刀
open_can,打开罐
rafters,afters
scottish_fold,苏格兰褶皱
orange_eyewear,橙色眼镜
hair_between_horns,角之间的头发
frog_boy,青蛙男孩
although_she_hurriedly_put_on_clothes_(meme),尽管她急忙穿衣服（模因）
confessional,悔
washboard,搓板
breast_reduction,乳房缩小
beer_crate,啤酒箱
annihilate_ray,消灭雷
free_sex_sign,免费的性标志
neptune_(neptune_series)_(cosplay),海王星（海王星系列）（角色扮演）
tre_kronor,Tre Kronor
coupon,优惠券
fist_fight,拳战
police_motorcycle,警察摩托车
paku_paku_desuwa,paku paku desuwa
beer_keg,啤酒桶
drakeposting_(meme),drakeposting（模因）
iskandar_(fate)_(cosplay),ISKANDAR（FATE）（角色扮演）
heart_ribbon,心色带
n1k,N1K
oversized_plant,超大植物
umezu_kazuo_(style),Umezu Kazuo（样式）
piano_wire,钢琴线
sabertooth_cat,Sabertooth Cat
defibrillator,除颤器
panties_around_toe,脚趾周围的内裤
halo_removed,光晕取出
striped_capelet,条纹帽子
morse_code,摩尔斯密码
armored_legwear,装甲腿衣
grey_tongue,灰色的舌头
inflatable_chair,充气椅
hanging_on_arm,挂在手臂上
tape_dispenser,胶带分配器
oppai_hoodie,Oppai连帽衫
tone_(kancolle)_(cosplay),音调（kancolle）（角色扮演）
stanchion,立结
condom_in_hair,头发的避孕套
carrier,载体
hamayumi_(genshin_impact),Hamayumi（Genshin撞击）
penis_wrap,阴茎包裹
caterpillar_girl,毛毛虫女孩
flower_censor,花审查
husband_and_wives,丈夫和妻子
sarayashiki_junior_high_school_uniform,Sarayashiki初中制服
nail_file,指甲锉
core_(girls'_frontline),核心（女孩的前线）
cook,厨师
yellow_robe,黄色长袍
sitar,西塔尔
jack-in-the-box,箱子里的插孔
ambush,伏击
collateral_damage,附带损害
whirlwind,旋风
polygonal,多边形
sks,SKS
striped_leggings,条纹绑腿
mononobe_no_futo_(cosplay),mononobe no futo（角色扮演）
slapping_with_penis,用阴茎拍打
armored_bodysuit,装甲紧身衣
leotard_removed,紧身连衣裤被删除
holding_walkie-talkie,持有对讲机
food_delivery_box,食品送货盒
qawsedrftgyhujikolp,Qawsedrftgyhujikolp
yuna_(ff10)_(cosplay),Yuna（FF10）（角色扮演）
mobile_armor,移动装甲
dog_mask,狗面具
garden_eel,花园鳗鱼
opening_can,开放罐
syringe_holster,注射器皮套
dhyana_mudra,Dhyana Mudra
milk_mustache,牛奶胡须
mimosa_(flower),含羞草（花）
chocolate_on_ass,在屁股上巧克力
neck_piercing,颈部刺穿
dilation_insertion,扩张插入
remington_model_700,雷明顿700型
ayase_eli_(cosplay),Ayase Eli（角色扮演）
dinosaur_hood,恐龙罩
hood_pull,引擎盖拉
arakumo_gakuen_soccer_uniform,Arakumo Gakuen足球制服
tsurikichi_obasan,Tsurikichi Obasan
kasugano_sakura_(cosplay),Kasugano Sakura（角色扮演）
midori_(kemurikusa),Midori（Kemurikusa）
ice_cream_crepe,冰淇淋可丽饼
brocon,布罗康
browning_hi-power,勃朗宁hi-power
yukimi_daifuku_(food),Yukimi Daifuku（食物）
pig_tattoo,猪纹身
animal_balloon,动物气球
christian_private_white_clover_academy_school_uniform,基督教私人白三叶草学院校服
impossible_necktie,不可能的领带
team_plasma_uniform,团队等离子体制服
dream_c_club_uniform,Dream C Club制服
paint_on_fingers,在手指上油漆
paintbrush_hair_ornament,画笔头发装饰品
barber,理发师
yellow_rope,黄绳
shoe_box,鞋盒
paint_gun,油漆枪
knee_spikes,膝盖钉
goat_legs,山羊腿
no_coat,没有外套
solitude_rain_(love_live!),孤独的雨（爱活着！）
the_lovers_(tarot),恋人（塔罗牌）
the_high_priestess_(tarot),大祭司（塔罗牌）
running_blades,跑步刀片
yuugumo_(kancolle)_(cosplay),Yuugumo（Kancolle）（角色扮演）
vk-47_flatline,VK-47扁平线
clothes_shop,服装店
march_hare_(alice_in_wonderland)_(cosplay),三月野兔（爱丽丝梦游仙境）（角色扮演）
snoot_challenge,嘲笑挑战
keishin_academy_uniform,Keishin Academy制服
precure_netorare_(meme),Precure Netorare（Meme）
demons_driver,恶魔驱动程序
marble_(stone),大理石）
blowing_candle,吹蜡烛
godtier_(homestuck),Godtier（Homestuck）
magnum_boost,玛格南提升
dragon_fruit,火龙果
mallard,凫
fist_shaking,拳头发抖
laser_pointer,激光笔
search_bar,搜索栏
soul_edge_(weapon),灵魂边缘（武器）
lecturing,讲课
crash_landing,坠机着陆
face_cutout,面部切口
broken_vase,破碎的花瓶
belt_bow,皮带弓
too_many_hearts,太多的心
fondue,火锅
aqua_wings,水翅
cloche_hat,帽子帽
inverted_moon_of_the_heavens,天堂的倒月
watercolor_background,水彩背景
chinese_food,中国菜
imomochi,imomochi
bb-28_(cosplay),BB-28（角色扮演）
eyelash_curler,睫毛夹
vagina_dentata,阴道牙齿
detached_horns,脱落的角
royal_flare,皇家耀斑
calling_card,电话卡
imac,iMac
chisato_and_takina_kicking_each_other's_butt_(meme),Chisato和Takina踢对方的屁股（模因）
disembodied_torso,无形的躯干
cybertron,塞伯特朗
takanashi_rikka_(cosplay),takanashi rikka（角色扮演）
lawnmower,割草机
hood_over_eyes,罩在眼睛上
multiple_penis_fellatio,多个阴茎崩溃
type-1_energy_sword,1型能量剑
uzumaki_naruto_(cosplay),Uzumaki Naruto（角色扮演）
kbyd_(idolmaster),kbyd（偶像尔马斯特）
radioactive,放射性
pop_sound_blossom_(idolmaster),流行声音开花（偶像崇拜者）
dragon_install,龙安装
geometric_pattern,几何模式
cum_bucket,暨桶
triple_vaginal,三重阴道
shocker,令人震惊的人
clitoris_pull,阴蒂拉
fumizuki_academy_uniform,富齐木学院制服
pig_boy,猪男孩
yellow_tunic,黄色上衣
ichigozaka_middle_school_uniform,Ichigozaka中学校服
riding_boots,马靴
necronomicon,死灵
holding_shawl,拿着披肩
ice_flower,冰花
pollution,污染
pulling_back,拉回来
ankha_zone,安卡区
the_moon_(tarot),月亮（塔罗牌）
candy_corn,糖果玉米
kama_(fate)_(cosplay),卡玛（命运）（角色扮演）
red_tulip,红色郁金香
netorase,Netorase
cbj-ms,CBJ-MS
snow_on_body,身体上的雪
panel_gag,面板插科打
icelandic_flag,冰岛国旗
holding_hairband,握着发束
torn_sarashi,撕裂了萨拉西
aqua_apron,水上围裙
holding_scale,保持量表
five_of_hearts,五个心
favonius_greatsword_(genshin_impact),Favonius Greatsword（Genshin Impact）
windbreaker,风衣
whac-a-mole,whac-a摩尔
m79,M79
hobble_dress,摇摆不定的连衣裙
field_radio,现场广播
sprite_(drink),精灵（饮料）
canvas_(medium),画布（媒介）
macbook,MacBook
theodolite,真主
hoshiguma_yuugi_(cosplay),Hoshiguma Yuugi（角色扮演）
flare_gun,火焰枪
one-armed_hug,一臂之力的拥抱
miss_surfersparadise,SurfersParadise小姐
takarada_rikka_(cosplay),高拉达Rikka（角色扮演）
hand_on_another's_ear,hand
eyes_visible_through_headwear,通过头饰可见
holding_nose,握住鼻子
quality_cabbage,优质的白菜
forklift,叉车
sheriff,警长
breast_punch,乳房打孔
outside_of_play_area,游乐区以外
h&k_mark_23,H＆K Mark 23
flotation_belt,浮选带
alcina_dimitrescu_(cosplay),Alcina Dimitrescu（角色扮演）
ch-47_chinook,CH-47 Chinook
iroha_(samurai_spirits)_(cosplay),iroha（武士精神）（角色扮演）
butterfly_on_hair,蝴蝶在头发上
nonexistent_memories_(jujutsu_kaisen),不存在的记忆（Jujutsu Kaisen）
pushing_cart,推车
fan_hair_ornament,风扇发饰
mitsubishi_lancer_evolution,三菱枪师的进化
semovente_75/18,Semovente 75/18
purple_overalls,紫色工作服
komainu_ears,Komainu耳朵
boarded_windows,登机的窗户
unwrapping,解开
kel-tec_ksg,Kel-Tec KSG
chest_cannon,胸大炮
jakuzure_nonon_(cosplay),jakuzure nonon（角色扮演）
green_screen,绿色屏幕
louis_vuitton_(brand),路易威登（品牌）
orange_moon,橙色月亮
tool_kit,工具包
insect_collection,昆虫收集
sucking_on_multiple_breasts,吮吸多个乳房
surre_academy_uniform,萨尔学院制服
failnaught_(fire_emblem),失败（火徽标）
yuzuki_yukari_(cosplay),Yuzuki Yukari（角色扮演）
colorful_drop_(module),五颜六色（模块）
karl_gerat,卡尔·格拉特（Karl Gerat）
mag_(phantasy_star),MAG（幻影明星）
orpheus_(inazuma_eleven),Orpheus（Inazuma 11）
birch,桦木
sea_monster,海怪
penis_chart,阴茎图
box_on_head,头上的盒子
panties_over_bodysuit,穿着紧身衣裤的内裤
apron_basket,围裙篮
upside-down_book,颠倒的书
nikujaga_(food),Nikujaga（食物）
juubako,Juubako
twitch_username,抽搐用户名
garderobe_swimsuit,Garderobe泳衣
kv-1,KV-1
on_finger,用手指
hitbox,hitbox
atai,atai
green_pepper,青椒
paisley,佩斯利
tetrahedron,四面体
glowing_nails,发光的指甲
no_goggles,没有护目镜
on_fence,在栅栏上
mikuzukin_(module),Mikuzukin（模块）
stylish_energy_(module),时尚能量（模块）
loincloth_aside,一边摇晃
stuffed_crocodile,填充鳄鱼
triangle-shaped_pupils,三角形的学生
b-29_superfortress,B-29 Superfortress
mouse_hood,鼠标引擎盖
scout_uniform,侦察制服
raihan_(pokemon)_(cosplay),Raihan（Pokemon）（角色扮演）
velvet_rose_(idolmaster),天鹅绒玫瑰（Idolmaster）
helena_blavatsky_(fate)_(cosplay),Helena Blavatsky（命运）（角色扮演）
kagerou_(kancolle)_(cosplay),Kagerou（Kancolle）（角色扮演）
spider_genome,蜘蛛基因组
nigekiri_sisters_(umamusume),Nigekiri姐妹（Umamusume）
diamond-shaped_brooch,钻石形胸针
claw_hammer,爪锤
leaf_bra,叶胸罩
balus,Balus
fantastic_belltier,梦幻般的贝尔蒂尔
crying_emoji,哭泣的表情符号
shearing,剪切
see-through_pants,透明的裤子
holding_cd,持有CD
horn_bell,喇叭铃
i-beam,i梁
thumb,拇指
hard_drive,硬盘
sakimichan_(style),Sakimichan（风格）
ar-57,AR-57
kirishima_(kancolle)_(cosplay),Kirishima（Kancolle）（角色扮演）
renault,雷诺
reincarnation,投胎
spice,香料
carcinization,癌
wave_motion_gun,波动枪
tail_pussy,尾部猫
inflatable_flamingo,充气火烈鸟
kite_flying,放风筝
impossible_pants,不可能的裤子
booth_babe,展位宝贝
cherry_stem_knot,樱桃茎结
nekomata_okayu_(cosplay),Nekomata okeu（角色扮演）
horoscope,星座
ducking,鸭子
observatory,天文台
arquebus,Arquebus
apron_grab,围裙抓取
inazuma_(kancolle)_(cosplay),inazuma（kancolle）（角色扮演）
live_for_venus_(idolmaster),为金星（Idolmaster）居住
overshirt,衬衫
cow_skull,牛头骨
hull_shoes,船体鞋
hallucination,幻觉
sarashi_pull,Sarashi拉
holding_cigarette_pack,拿着香烟包
pen_holder,笔筒
barnaby_brooks_jr._(cosplay),Barnaby Brooks Jr。 （角色扮演）
leech,水蛭
vaulted_ceiling,拱形天花板
hashihime,hashihime
powder,粉末
aqua_coat,水上外套
glock_17,格洛克17
bungee_jumping,蹦极跳
tachi_(weapon),Tachi（武器）
micro_uzi,Micro Uzi
snare_drum,小鼓
melty_sweet_(idolmaster),梅尔蒂甜（偶像尔马斯特）
kitakami_(kancolle)_(cosplay),Kitakami（Kancolle）（角色扮演）
chalk_outline,粉笔勾画
hole_in_face,脸上的洞
kamakura_(city),kamakura（城市）
horse_pose,马姿势
solid_snake_(cosplay),固体蛇（角色扮演）
counting_money,计算钱
hippie,嬉皮士
social_network,社交网络
hot_tub,热水浴缸
diving_block,潜水块
acid,酸
type_90_kyu-maru,键入90 Kyu-Maru
guided_kiss,引导的吻
shirasaya,Shirasaya
daiyousei_(cosplay),Daiyousei（角色扮演）
quick_ball,快速球
guy_fawkes_mask,盖伊·福克斯面具
daruma-san_ga_koronda,Daruma-San Ga Koronda
cranberry,蔓越莓
king_gainer_over!,盖恩国王结束了！
aqua_eyeshadow,Aqua眼影
watercolor_effect,水彩效应
holding_frame,保持框架
toy_tank,玩具箱
censored_anus,审查肛门
tsukinomori_school_uniform,Tsukinomori校服
clitoris_peek,Clitoris Peek
white_buruma,白色布鲁马
troll_(warcraft),巨魔（魔兽）
torn_skin,皮肤撕裂
bullet_in_mouth,子弹在嘴里
outfit_connection,服装连接
sad_cat_dance_(meme),悲伤的猫舞（模因）
hand_over_another's_eyes,递给别人的眼睛
bakunetsu_god_finger,Bakunetsu上帝的手指
the_hierophant_(tarot),高植物（塔罗牌）
collar_chain,衣领链
wings_of_iron:_hazy_tales_(umamusume),铁的翅膀：朦胧的故事（Umamusume）
tv_show,电视节目
mixer_(cooking),搅拌机（烹饪）
true_damage_(league_of_legends),真正的伤害（英雄联盟）
bottle_cap_challenge,瓶盖挑战
airbrush,喷枪
pokemon_between_legs,两腿之间的口袋妖怪
alternate_neckwear,替代领带
aks-74,AKS-74
acceptor,受体
holding_boxcutter,握住盒装
rocker-chic,摇滚歌手
mac-11,Mac-11
tiger_dojo,老虎道场
camouflage_helmet,伪装头盔
holding_pokedex,持有pokedex
hibachi_(object),hibachi（对象）
pouring_onto_another,倒在另一个
lace_ribbon,花边丝带
blue_apple,蓝苹果
calligraphy_pen_(medium),书法笔（中）
blood_on_teeth,牙齿上的血液
hata_no_kokoro_(cosplay),hata no kokoro（角色扮演）
dolphin_earrings,海豚耳环
fudanshi,福丹希
mori_girl,莫里女孩
drawn_horns,绘制的角
honey_badger_(gun),蜂蜜badge（枪）
layered_panties,分层内裤
hat_over_hat,帽子帽子
greil_(cosplay),Greil（角色扮演）
blue_bloomers,蓝色的开花器
wife_and_wife_and_wife,妻子和妻子
niconico_id,Niconico ID
scratching_ass,刮擦屁股
whale_ornament,鲸鱼装饰品
butterfly_on_shoulder,蝴蝶在肩膀上
checkered_sleeves,方格袖子
holding_bandages,拿着绷带
freesia_(flower),freesia（花）
propane_tank,丙烷罐
millennium_rod,千年杆
crystal_shard,水晶碎片
tightrope,绳索
picture_book,图画书
rare_candy,罕见的糖果
tiger_hat,老虎帽
paw_ornament,爪子装饰
device,设备
black_garter,黑色吊袜带
the_gate_(fma),门（FMA）
person_on_back,背上的人
glasses_case,眼镜盒
quiet_(metal_gear)_(cosplay),安静（金属装备）（角色扮演）
decoration_(idolmaster),装饰（iDolmaster）
ribbed_tank_top,肋骨背心
takanashi_kiara_(cosplay),Takanashi Kiara（角色扮演）
le_malin_(azur_lane)_(cosplay),Le Malin（Azur Lane）（角色扮演）
five_of_spades,五个黑桃
holding_party_popper,举行聚会波普尔
jeanne_d'arc_(swimsuit_archer)_(fate)_(cosplay),Jeanne D'Arc（泳衣弓箭手）（命运）（角色扮演）
graf_zeppelin_(kancolle)_(cosplay),Graf Zeppelin（Kancolle）（角色扮演）
sendai_(kancolle)_(cosplay),仙台（Kancolle）（角色扮演）
artifact_(genshin_impact),工件（Genshin撞击）
don't_you_ever_stop_(meme),你永远不会停下来（模因）
hat_tassel,帽子流苏
type_95_aa_director,类型95 AA主管
black_soccer_ball,黑色足球
checkered_ceiling,方格天花板
sigrunen,西格鲁宁
high_chair,高脚椅
curling_stone,冰壶石
deodorant,除臭剂
too_many_weapons,武器太多
feather_skirt,羽毛裙
ohagi_(food),ohagi（食物）
brown_eyeshadow,棕色眼影
uchigatana,Uchigatana
indonesian_high_school_uniform,印尼高中制服
wet_lens,湿镜头
gym_pants,健身裤
food_on_penis,阴茎上的食物
spoken_panties,口语内裤
sephiroth_(cosplay),Sephiroth（角色扮演）
lungs,肺
skeptical,怀疑
lounge,休息室
suicide_bomb,自杀炸弹
fake_play_button,假游戏按钮
knee_boobs,膝盖胸部
reptilian,爬行动物
kagura_(gintama)_(cosplay),Kagura（Gintama）（角色扮演）
pk_machine_gun,PK机枪
decal,贴花
naginomori_gakuen_high_school_uniform,Naginomori Gakuen高中制服
cyber_elves,网络精灵
hole_in_sock,袜子的洞
n.u.n.s.,N.U.N.S.
bubble_wrap,泡沫包装
pillbug,皮尔布格
yoshida_yuuko_(machikado_mazoku)_(cosplay),Yoshida Yuuko（Machikado Mazoku）（角色扮演）
paintbrush_rack,画笔架
shhis_(idolmaster),Shhis（iDolmaster）
crucible_(doom),坩埚（厄运）
mossberg_500,Mossberg 500
lasso_of_truth,真理的套索
pps_submachine_gun,PPS冲锋枪
energon,能量
dejiko_(cosplay),Dejiko（角色扮演）
daidouji_tomoyo_(cosplay),Daidouji Tomoyo（角色扮演）
cavalier_hat,骑士帽子
teardrop_earring,泪珠耳环
anbu,ANBU
arc_de_triomphe,凯旋门
lay's,Lay的
yellow_buruma,黄色绒毛
ku_koro,ku koro
practicing,练习
freefall,自由落体
piyo_piyo_apron,Piyo Piyo围裙
genki_dama,Genki Dama
blindfold_down,蒙住眼睛
gigantamax_(other),Gigantamax（其他）
judy_hopps_(cosplay),朱迪·霍普斯（Cosplay）
broken_leg,断腿
wilt_and_blush,枯萎和脸红
itunes_card,iTunes卡
purple_trim,紫色饰边
tail_slapping,尾声
paint_in_hair,在头发上油漆
armored_shoes,装甲鞋
naval_mine,海军矿
atlanta_(kancolle)_(cosplay),亚特兰大（Kancolle）（角色扮演）
leap_frog,跳蛙
jizaikagi,Jizaikagi
ittan_momen,Ittan Momen
tail_pillow,尾枕头
wet_tail,湿的尾巴
statuette,塑像
foot_on_breast,脚踩在乳房上
senkou_high_school_uniform,Senkou高中校服
barnacle,藤壶
minibike,Minibike
checking_watch,检查手表
hungarian_flag,匈牙利国旗
haki,哈基
boulder_badge,博尔德徽章
goggles_around_arm,瞥见手臂
automatic_door,自动门
headhunting_permit_(arknights),猎头许可证（Arknights）
eyewear_on_clothing,眼镜上的衣服
marilyn_monroe_(cosplay),玛丽莲·梦露（角色扮演）
male_futanari,男性futanari
pizza_cutter,比萨饼刀
mountaintop,山顶
yacht,游艇
cotton_boll,棉布
same_face,同一张脸
hips_in_air,臀部在空中
popping,弹出
scuffed,划伤
concertina,六角琴
boston_crab,波士顿螃蟹
cherry_girls,樱桃女孩
necking,颈部
pastels,粉彩
cure_peach_(cosplay),治愈桃子（角色扮演）
penis_envy,阴茎嫉妒
sig_sauer_p220,Sig Sauer P220
see-through_mask,透明面具
twirling_weapon,旋转武器
uchiha_sasuke_(cosplay),Uchiha Sasuke（角色扮演）
sega_game_gear,SEGA游戏装备
rope_around_waist,腰部绳子
fallen_angel_ero_maid_costume,堕落的天使Ero女仆服装
yellow_leaves,黄叶
black_headphones,黑色耳机
cork_gun,软木枪
kitagawa_marin_(cosplay),Kitagawa Marin（角色扮演）
clover-shaped_pupils,三叶草形的学生
charlotte_(madoka_magica)_(cosplay),夏洛特（Madoka Magica）（角色扮演）
uohhhhhhhhh!_(meme),uohhhhhhhhh！ （模因）
condom_on_nipples,乳房上的避孕套
striped_arm_warmers,条纹手臂暖手
wallet_chain,钱包链
shirakami_fubuki_(cosplay),Shirakami Fubuki（角色扮演）
bound_fingers,手指
fishnet_swimsuit,渔网泳装
sylveon_(cosplay),Sylveon（角色扮演）
moon_uniform_(houseki_no_kuni),月亮制服（Houseki no Kuni）
white_freckles,白雀斑
progrise_key,prigrise键
handheld_fan,手持粉丝
sanitized_(splatoon),消毒（Splatoon）
water_pump,水泵
ak_5,AK 5
heart_ahoge_duo,心ahoge Duo
sardine,沙丁鱼
no_armwear,没有臂衣
imminent_bestiality,迫在眉睫的兽行
thank_you_friends!!,谢谢你的朋友！
chinchilla_girl,龙猫女孩
snowflake_necklace,雪花项链
white_whale,白鲸
sh-60_seahawk,SH-60 Seahawk
denim_shirt,牛仔衬衫
transparent_breasts_pads,透明的乳房垫
sherman_firefly,谢尔曼萤火虫
ribbon_legwear,色带腿衣
